application_id,gender,international,gpa,Major,race,gmat,work_exp,work_industry,admission_finals,scholarship_status,funding_fee,tuition_fee
3765,Male,True,3.13,Business,NULL,610.0,6.0,"Investment Banking",admitted,notsponsored,0,75000
3766,Male,False,3.23,STEM,White,640.0,5.0,Consulting,admitted,notsponsored,0,75000
3767,Male,False,3.13,STEM,Hispanic,610.0,6.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3768,Male,False,3.12,Business,Black,670.0,6.0,"Investment Banking",admitted,notsponsored,0,75000
3769,Male,False,3.16,STEM,White,650.0,2.0,PE/VC,admitted,notsponsored,0,75000
3770,Male,True,3.24,Humanities,NULL,690.0,3.0,Consulting,admitted,notsponsored,0,75000
3771,Male,False,3.06,STEM,Hispanic,580.0,5.0,Consulting,notadmitted,notsponsored,0,0
3772,Female,False,3.13,Humanities,Other,660.0,4.0,Other,admitted,notsponsored,0,75000
3773,Female,False,3.25,Humanities,Black,640.0,3.0,"Investment Management",admitted,notsponsored,0,75000
3774,Male,False,3.32,Humanities,Asian,570.0,6.0,"Financial Services",notadmitted,notsponsored,0,0
3775,Female,False,3.21,STEM,White,630.0,3.0,Consulting,admitted,notsponsored,0,75000
3776,Male,False,3.16,Business,White,680.0,5.0,PE/VC,admitted,notsponsored,0,75000
3777,Male,True,3.28,Business,NULL,660.0,4.0,"Financial Services",admitted,notsponsored,0,75000
3778,Male,True,3.19,Business,NULL,620.0,7.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3779,Male,False,3.26,Humanities,Asian,640.0,4.0,PE/VC,admitted,notsponsored,0,75000
3780,Female,True,3.27,Business,NULL,680.0,3.0,PE/VC,admitted,notsponsored,0,75000
3781,Male,False,3.58,Business,Asian,760.0,5.0,Consulting,admitted,sponsored,50000,25000
3782,Male,False,3.20,STEM,White,650.0,5.0,Consulting,admitted,notsponsored,0,75000
3783,Female,False,3.19,Business,Hispanic,600.0,6.0,Nonprofit/Gov,notadmitted,notsponsored,0,0
3784,Male,True,3.28,Humanities,NULL,680.0,6.0,Consulting,admitted,notsponsored,0,75000
3785,Male,False,3.09,STEM,Asian,570.0,4.0,Consulting,notadmitted,notsponsored,0,0
3786,Male,False,3.05,Business,Black,660.0,5.0,Consulting,admitted,notsponsored,0,75000
3787,Male,True,3.20,Business,NULL,660.0,6.0,Technology,admitted,notsponsored,0,75000
3788,Female,False,2.99,Humanities,White,600.0,5.0,Consulting,notadmitted,notsponsored,0,0
3789,Male,False,3.26,Humanities,Hispanic,730.0,4.0,"Health Care",admitted,notsponsored,0,75000
3790,Female,False,3.29,Humanities,White,640.0,5.0,PE/VC,admitted,notsponsored,0,75000
3791,Male,False,3.32,STEM,Hispanic,640.0,6.0,Technology,admitted,notsponsored,0,75000
3792,Male,True,3.40,STEM,NULL,720.0,7.0,Consulting,admitted,notsponsored,0,75000
3793,Male,False,3.42,Humanities,White,580.0,6.0,PE/VC,notadmitted,notsponsored,0,0
3794,Female,False,3.38,Humanities,Asian,690.0,4.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3795,Male,False,3.46,Humanities,Black,600.0,4.0,Technology,notadmitted,notsponsored,0,0
3796,Male,False,3.21,STEM,White,630.0,6.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3797,Female,False,3.42,Humanities,White,660.0,5.0,PE/VC,admitted,notsponsored,0,75000
3798,Female,False,3.36,Business,Asian,710.0,5.0,"Financial Services",admitted,notsponsored,0,75000
3799,Male,False,3.24,Humanities,Black,680.0,5.0,PE/VC,admitted,notsponsored,0,75000
3800,Male,True,3.21,STEM,NULL,670.0,4.0,Technology,admitted,notsponsored,0,75000
3801,Male,True,3.38,Humanities,NULL,700.0,7.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3802,Male,False,3.07,STEM,White,650.0,7.0,Consulting,admitted,notsponsored,0,75000
3803,Male,False,3.48,Humanities,White,690.0,4.0,"Investment Management",admitted,notsponsored,0,75000
3804,Female,False,3.18,Humanities,Black,680.0,4.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3805,Female,False,3.27,STEM,Hispanic,670.0,4.0,"Real Estate",admitted,notsponsored,0,75000
3806,Male,True,3.17,STEM,NULL,590.0,5.0,"Investment Banking",notadmitted,notsponsored,0,0
3807,Female,False,3.21,STEM,Other,600.0,6.0,Consulting,notadmitted,notsponsored,0,0
3808,Male,True,3.34,Humanities,NULL,740.0,4.0,Consulting,admitted,notsponsored,0,75000
3809,Female,False,3.01,STEM,Asian,570.0,4.0,PE/VC,notadmitted,notsponsored,0,0
3810,Female,False,3.28,Business,Other,660.0,6.0,"Financial Services",admitted,notsponsored,0,75000
3811,Male,False,3.06,STEM,Asian,570.0,5.0,"Real Estate",notadmitted,notsponsored,0,0
3812,Male,False,3.34,STEM,Hispanic,730.0,5.0,PE/VC,admitted,notsponsored,0,75000
3813,Male,True,3.37,Humanities,NULL,640.0,5.0,"Financial Services",admitted,notsponsored,0,75000
3814,Male,False,3.24,Business,Asian,710.0,5.0,PE/VC,admitted,notsponsored,0,75000
3815,Male,False,3.22,STEM,Black,720.0,5.0,"Health Care",admitted,notsponsored,0,75000
3816,Female,False,3.15,Business,White,640.0,5.0,"Investment Banking",admitted,notsponsored,0,75000
3817,Female,False,3.45,STEM,Asian,630.0,6.0,Consulting,admitted,notsponsored,0,75000
3818,Female,False,3.23,Business,White,670.0,5.0,"Real Estate",admitted,notsponsored,0,75000
3819,Male,False,3.23,Humanities,Black,620.0,6.0,"Financial Services",admitted,notsponsored,0,75000
3820,Male,False,3.39,STEM,White,720.0,4.0,PE/VC,admitted,notsponsored,0,75000
3821,Male,False,3.27,STEM,Asian,600.0,5.0,Nonprofit/Gov,notadmitted,notsponsored,0,0
3822,Male,True,3.29,Humanities,NULL,640.0,5.0,Technology,admitted,notsponsored,0,75000
3823,Female,False,3.26,STEM,White,750.0,5.0,PE/VC,admitted,notsponsored,0,75000
3824,Male,True,3.07,STEM,NULL,640.0,5.0,Consulting,admitted,notsponsored,0,75000
3825,Female,True,3.28,Business,NULL,610.0,5.0,Other,admitted,notsponsored,0,75000
3826,Male,False,3.14,Business,Black,620.0,4.0,Other,admitted,notsponsored,0,75000
3827,Female,True,2.93,Humanities,NULL,640.0,5.0,Consulting,admitted,notsponsored,0,75000
3828,Male,False,3.30,Business,White,600.0,4.0,"Investment Banking",notadmitted,notsponsored,0,0
3829,Female,True,3.08,Humanities,NULL,570.0,5.0,CPG,notadmitted,notsponsored,0,0
3830,Male,False,3.12,Business,Hispanic,600.0,5.0,Consulting,notadmitted,notsponsored,0,0
3831,Female,False,3.30,Business,Hispanic,590.0,6.0,PE/VC,notadmitted,notsponsored,0,0
3832,Female,True,3.30,STEM,NULL,630.0,4.0,"Investment Banking",admitted,notsponsored,0,75000
3833,Male,False,3.22,Business,Asian,630.0,4.0,"Investment Banking",admitted,notsponsored,0,75000
3834,Male,False,3.40,STEM,White,700.0,5.0,Other,admitted,notsponsored,0,75000
3835,Female,False,3.21,Humanities,White,660.0,4.0,PE/VC,admitted,notsponsored,0,75000
3836,Female,False,3.45,STEM,White,750.0,5.0,Other,admitted,notsponsored,0,75000
3837,Female,False,3.49,Business,Hispanic,680.0,6.0,"Investment Banking",admitted,notsponsored,0,75000
3838,Female,False,3.35,Humanities,Black,660.0,5.0,PE/VC,admitted,notsponsored,0,75000
3839,Male,False,3.24,STEM,White,630.0,5.0,"Investment Management",admitted,notsponsored,0,75000
3840,Female,False,2.91,STEM,White,590.0,5.0,Consulting,notadmitted,notsponsored,0,0
3841,Female,False,3.11,Humanities,White,690.0,7.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3842,Female,True,3.30,STEM,NULL,670.0,4.0,Other,admitted,notsponsored,0,75000
3843,Male,False,3.02,Humanities,Asian,570.0,6.0,Technology,notadmitted,notsponsored,0,0
3844,Male,False,3.17,Humanities,Other,620.0,5.0,"Investment Banking",admitted,notsponsored,0,75000
3845,Female,True,3.35,Business,NULL,650.0,5.0,PE/VC,admitted,notsponsored,0,75000
3846,Male,False,3.37,Humanities,White,670.0,4.0,"Health Care",admitted,notsponsored,0,75000
3847,Male,False,3.25,Humanities,Hispanic,690.0,5.0,PE/VC,admitted,notsponsored,0,75000
3848,Female,True,3.37,Humanities,NULL,570.0,4.0,"Health Care",notadmitted,notsponsored,0,0
3849,Male,False,3.26,Business,Black,630.0,5.0,Technology,admitted,notsponsored,0,75000
3850,Male,False,3.26,Humanities,Black,700.0,3.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3851,Male,False,3.08,Humanities,Black,690.0,6.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3852,Male,False,3.54,Humanities,Black,660.0,7.0,Technology,admitted,notsponsored,0,75000
3853,Male,False,3.37,STEM,Black,650.0,5.0,Technology,admitted,notsponsored,0,75000
3854,Male,False,3.29,Humanities,Asian,620.0,6.0,Consulting,admitted,notsponsored,0,75000
3855,Male,False,3.27,STEM,White,660.0,6.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3856,Female,False,3.05,STEM,White,660.0,6.0,Technology,admitted,notsponsored,0,75000
3857,Female,True,3.54,Business,NULL,620.0,4.0,Consulting,admitted,notsponsored,0,75000
3858,Male,False,3.27,Humanities,Hispanic,680.0,5.0,Consulting,admitted,notsponsored,0,75000
3859,Male,False,3.16,STEM,White,670.0,5.0,Consulting,admitted,notsponsored,0,75000
3860,Male,False,3.29,Business,White,630.0,5.0,"Financial Services",admitted,notsponsored,0,75000
3861,Male,False,3.41,STEM,Hispanic,690.0,2.0,Consulting,admitted,notsponsored,0,75000
3862,Male,False,3.26,STEM,White,680.0,4.0,"Health Care",admitted,notsponsored,0,75000
3863,Male,False,3.22,Humanities,Black,650.0,5.0,Technology,admitted,notsponsored,0,75000
3864,Male,False,3.06,Business,Asian,690.0,5.0,"Investment Management",admitted,notsponsored,0,75000
3865,Male,True,3.31,STEM,NULL,650.0,5.0,"Financial Services",admitted,notsponsored,0,75000
3866,Male,False,3.08,Humanities,White,680.0,6.0,Other,admitted,notsponsored,0,75000
3867,Male,True,3.34,Humanities,NULL,590.0,5.0,Nonprofit/Gov,notadmitted,notsponsored,0,0
3868,Male,False,3.25,STEM,White,660.0,5.0,Consulting,admitted,notsponsored,0,75000
3869,Male,False,3.08,Business,Asian,620.0,5.0,"Financial Services",admitted,notsponsored,0,75000
3870,Male,True,3.16,STEM,NULL,680.0,5.0,Technology,admitted,notsponsored,0,75000
3871,Male,False,3.25,Humanities,Black,670.0,5.0,Technology,admitted,notsponsored,0,75000
3872,Male,False,3.35,STEM,White,650.0,6.0,"Health Care",admitted,notsponsored,0,75000
3873,Female,False,3.11,Business,Asian,600.0,5.0,PE/VC,notadmitted,notsponsored,0,0
3874,Female,False,3.51,Humanities,White,700.0,7.0,Consulting,admitted,notsponsored,0,75000
3875,Female,False,3.37,Humanities,Hispanic,690.0,6.0,Consulting,admitted,notsponsored,0,75000
3876,Male,True,3.11,Humanities,NULL,580.0,5.0,CPG,notadmitted,notsponsored,0,0
3877,Male,False,3.48,Humanities,Asian,670.0,4.0,Consulting,admitted,notsponsored,0,75000
3878,Male,False,3.07,Humanities,Black,590.0,5.0,Consulting,notadmitted,notsponsored,0,0
3879,Female,False,3.15,Business,White,610.0,5.0,Consulting,admitted,notsponsored,0,75000
3880,Male,False,3.21,Humanities,Black,580.0,6.0,"Health Care",notadmitted,notsponsored,0,0
3881,Male,False,3.54,Business,White,780.0,5.0,Energy,admitted,sponsored,50000,25000
3882,Female,False,3.27,Humanities,Black,590.0,4.0,PE/VC,notadmitted,notsponsored,0,0
3883,Female,False,3.55,STEM,White,680.0,5.0,"Financial Services",admitted,notsponsored,0,75000
3884,Female,False,3.21,Business,Hispanic,660.0,7.0,"Health Care",admitted,notsponsored,0,75000
3885,Male,True,3.20,Business,NULL,670.0,5.0,Consulting,admitted,notsponsored,0,75000
3886,Male,False,3.68,Humanities,Asian,740.0,5.0,Other,admitted,notsponsored,0,75000
3887,Male,True,3.30,STEM,NULL,600.0,5.0,Media/Entertainment,notadmitted,notsponsored,0,0
3888,Female,False,3.32,STEM,White,670.0,4.0,PE/VC,admitted,notsponsored,0,75000
3889,Male,False,3.31,Humanities,Other,650.0,6.0,"Investment Banking",admitted,notsponsored,0,75000
3890,Male,True,3.32,Business,NULL,750.0,5.0,"Health Care",admitted,notsponsored,0,75000
3891,Male,False,3.08,Humanities,White,590.0,5.0,Other,notadmitted,notsponsored,0,0
3892,Male,False,3.27,Business,Black,710.0,6.0,"Financial Services",admitted,notsponsored,0,75000
3893,Female,False,3.36,STEM,Asian,670.0,6.0,PE/VC,admitted,notsponsored,0,75000
3894,Female,True,3.17,Business,NULL,580.0,4.0,"Real Estate",notadmitted,notsponsored,0,0
3895,Male,False,3.29,Humanities,Black,630.0,5.0,"Financial Services",admitted,notsponsored,0,75000
3896,Female,False,3.39,STEM,Asian,670.0,6.0,Consulting,admitted,notsponsored,0,75000
3897,Male,True,2.86,Business,NULL,600.0,5.0,"Investment Banking",notadmitted,notsponsored,0,0
3898,Male,False,3.33,STEM,Asian,670.0,6.0,Consulting,admitted,notsponsored,0,75000
3899,Male,False,3.16,Business,Black,660.0,5.0,Consulting,admitted,notsponsored,0,75000
3900,Female,False,3.12,Humanities,Asian,660.0,6.0,PE/VC,admitted,notsponsored,0,75000
3901,Female,False,3.22,Business,Asian,700.0,5.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3902,Female,False,3.48,Business,White,770.0,6.0,Consulting,admitted,notsponsored,0,75000
3903,Female,True,3.15,STEM,NULL,690.0,4.0,CPG,admitted,notsponsored,0,75000
3904,Female,False,3.28,Humanities,Black,750.0,5.0,Other,admitted,notsponsored,0,75000
3905,Female,False,3.14,Humanities,White,590.0,6.0,"Real Estate",notadmitted,notsponsored,0,0
3906,Male,True,3.23,STEM,NULL,650.0,7.0,"Investment Management",admitted,notsponsored,0,75000
3907,Female,True,3.32,Humanities,NULL,710.0,4.0,PE/VC,admitted,notsponsored,0,75000
3908,Male,False,3.29,STEM,Black,650.0,3.0,Consulting,admitted,notsponsored,0,75000
3909,Female,False,3.32,Business,Asian,620.0,6.0,"Financial Services",admitted,notsponsored,0,75000
3910,Female,False,3.43,Humanities,White,670.0,7.0,PE/VC,admitted,notsponsored,0,75000
3911,Male,False,3.16,Humanities,Asian,600.0,6.0,Consulting,notadmitted,notsponsored,0,0
3912,Female,False,3.24,Business,Other,570.0,4.0,"Financial Services",notadmitted,notsponsored,0,0
3913,Male,False,3.40,Humanities,Asian,680.0,7.0,CPG,admitted,notsponsored,0,75000
3914,Male,True,3.23,Humanities,NULL,630.0,6.0,Consulting,admitted,notsponsored,0,75000
3915,Male,False,3.06,Humanities,White,650.0,5.0,Consulting,admitted,notsponsored,0,75000
3916,Female,False,3.08,Business,Asian,610.0,5.0,"Investment Banking",admitted,notsponsored,0,75000
3917,Male,False,3.14,Business,White,670.0,3.0,Consulting,admitted,notsponsored,0,75000
3918,Male,False,3.18,Business,Asian,660.0,4.0,"Financial Services",admitted,notsponsored,0,75000
3919,Male,False,3.12,Humanities,Asian,600.0,4.0,"Real Estate",notadmitted,notsponsored,0,0
3920,Male,True,3.12,Humanities,NULL,620.0,5.0,Other,admitted,notsponsored,0,75000
3921,Male,False,3.13,Humanities,Black,680.0,6.0,"Investment Banking",admitted,notsponsored,0,75000
3922,Male,False,3.22,Business,Black,680.0,6.0,"Investment Management",admitted,notsponsored,0,75000
3923,Male,False,3.17,Business,Black,590.0,6.0,"Financial Services",notadmitted,notsponsored,0,0
3924,Female,True,3.20,Humanities,NULL,680.0,8.0,"Investment Management",admitted,notsponsored,0,75000
3925,Female,False,3.16,Business,White,670.0,5.0,PE/VC,admitted,notsponsored,0,75000
3926,Female,False,3.41,Humanities,White,710.0,3.0,Consulting,admitted,notsponsored,0,75000
3927,Female,False,3.42,Humanities,Other,730.0,4.0,"Health Care",admitted,notsponsored,0,75000
3928,Male,True,2.93,STEM,NULL,610.0,4.0,PE/VC,admitted,notsponsored,0,75000
3929,Male,False,3.19,Business,Asian,580.0,5.0,Nonprofit/Gov,notadmitted,notsponsored,0,0
3930,Female,True,3.09,STEM,NULL,630.0,4.0,PE/VC,admitted,notsponsored,0,75000
3931,Male,False,3.39,Business,White,660.0,5.0,Consulting,admitted,notsponsored,0,75000
3932,Male,False,3.12,Humanities,White,600.0,5.0,Consulting,notadmitted,notsponsored,0,0
3933,Female,False,3.30,Business,Asian,640.0,6.0,Consulting,admitted,notsponsored,0,75000
3934,Female,False,3.14,Humanities,Hispanic,660.0,5.0,Technology,admitted,notsponsored,0,75000
3935,Female,False,3.37,Business,White,710.0,7.0,"Investment Management",admitted,notsponsored,0,75000
3936,Female,False,3.10,Business,Hispanic,670.0,5.0,Technology,admitted,notsponsored,0,75000
3937,Male,False,3.45,Business,Asian,690.0,5.0,Retail,admitted,notsponsored,0,75000
3938,Male,True,3.14,STEM,NULL,610.0,6.0,"Investment Banking",admitted,notsponsored,0,75000
3939,Male,True,3.10,STEM,NULL,610.0,5.0,Consulting,admitted,notsponsored,0,75000
3940,Female,True,3.27,STEM,NULL,710.0,5.0,"Investment Banking",admitted,notsponsored,0,75000
3941,Male,False,3.20,Humanities,Black,640.0,4.0,"Financial Services",admitted,notsponsored,0,75000
3942,Male,False,3.28,Business,Asian,670.0,6.0,"Real Estate",admitted,notsponsored,0,75000
3943,Male,False,3.39,Humanities,White,680.0,4.0,"Investment Banking",admitted,notsponsored,0,75000
3944,Male,True,3.34,STEM,NULL,710.0,5.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3945,Female,False,3.27,Business,Asian,650.0,3.0,PE/VC,admitted,notsponsored,0,75000
3946,Male,True,3.00,STEM,NULL,610.0,5.0,"Investment Banking",admitted,notsponsored,0,75000
3947,Male,False,3.07,STEM,Black,580.0,4.0,Consulting,notadmitted,notsponsored,0,0
3948,Male,False,3.00,Business,Asian,590.0,5.0,PE/VC,notadmitted,notsponsored,0,0
3949,Female,False,3.50,Humanities,Asian,720.0,5.0,"Financial Services",admitted,notsponsored,0,75000
3950,Female,False,3.12,Business,White,660.0,6.0,PE/VC,admitted,notsponsored,0,75000
3951,Female,False,3.23,Humanities,White,610.0,5.0,Consulting,admitted,notsponsored,0,75000
3952,Male,True,3.16,Humanities,NULL,610.0,5.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3953,Male,False,3.32,Business,Other,650.0,5.0,Technology,admitted,notsponsored,0,75000
3954,Female,False,3.13,Business,Hispanic,630.0,4.0,PE/VC,admitted,notsponsored,0,75000
3955,Female,False,3.43,STEM,Asian,660.0,4.0,Consulting,admitted,notsponsored,0,75000
3956,Male,False,3.29,STEM,Hispanic,640.0,6.0,PE/VC,admitted,notsponsored,0,75000
3957,Male,False,3.42,STEM,White,700.0,5.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3958,Male,False,3.41,Business,Asian,720.0,3.0,"Investment Management",admitted,notsponsored,0,75000
3959,Female,False,3.31,STEM,Asian,660.0,6.0,Technology,admitted,notsponsored,0,75000
3960,Female,False,3.35,Humanities,Hispanic,630.0,5.0,PE/VC,admitted,notsponsored,0,75000
3961,Male,False,3.12,Humanities,Black,570.0,4.0,Technology,notadmitted,notsponsored,0,0
3962,Male,False,3.35,STEM,Hispanic,690.0,6.0,PE/VC,admitted,notsponsored,0,75000
3963,Female,False,3.66,Business,White,710.0,5.0,Consulting,admitted,notsponsored,0,75000
3964,Male,True,3.50,STEM,NULL,720.0,5.0,Technology,admitted,notsponsored,0,75000
3965,Male,False,3.21,Humanities,White,610.0,6.0,PE/VC,admitted,notsponsored,0,75000
3966,Male,False,3.06,Humanities,Asian,580.0,6.0,PE/VC,notadmitted,notsponsored,0,0
3967,Male,True,3.03,Humanities,NULL,570.0,6.0,Nonprofit/Gov,notadmitted,notsponsored,0,0
3968,Male,True,2.99,Business,NULL,570.0,6.0,"Health Care",notadmitted,notsponsored,0,0
3969,Male,False,3.17,Business,Asian,580.0,4.0,Technology,notadmitted,notsponsored,0,0
3970,Female,False,3.40,Business,White,700.0,6.0,Consulting,admitted,notsponsored,0,75000
3971,Male,True,3.24,Humanities,NULL,700.0,4.0,"Investment Management",admitted,notsponsored,0,75000
3972,Male,True,3.08,Humanities,NULL,670.0,2.0,"Financial Services",admitted,notsponsored,0,75000
3973,Male,False,3.39,Business,White,690.0,5.0,Consulting,admitted,notsponsored,0,75000
3974,Male,True,3.40,Humanities,NULL,770.0,5.0,Technology,admitted,notsponsored,0,75000
3975,Female,True,3.32,STEM,NULL,660.0,4.0,Consulting,admitted,notsponsored,0,75000
3976,Male,False,3.43,Humanities,White,740.0,5.0,"Investment Banking",admitted,notsponsored,0,75000
3977,Male,False,3.20,STEM,White,580.0,4.0,CPG,notadmitted,notsponsored,0,0
3978,Male,False,3.15,STEM,Black,660.0,4.0,"Investment Banking",admitted,notsponsored,0,75000
3979,Male,False,3.09,Humanities,Black,570.0,4.0,Consulting,notadmitted,notsponsored,0,0
3980,Female,False,3.00,Humanities,Asian,590.0,3.0,PE/VC,notadmitted,notsponsored,0,0
3981,Female,False,3.39,Humanities,Hispanic,710.0,6.0,Consulting,admitted,notsponsored,0,75000
3982,Female,False,3.16,Humanities,White,610.0,5.0,PE/VC,admitted,notsponsored,0,75000
3983,Male,True,3.14,Humanities,NULL,570.0,6.0,Nonprofit/Gov,notadmitted,notsponsored,0,0
3984,Male,False,3.17,STEM,Asian,670.0,6.0,PE/VC,admitted,notsponsored,0,75000
3985,Female,False,3.24,Business,Black,640.0,6.0,Nonprofit/Gov,admitted,notsponsored,0,75000
3986,Male,False,3.34,Business,White,670.0,6.0,Media/Entertainment,admitted,notsponsored,0,75000
3987,Male,True,3.23,Business,NULL,600.0,7.0,Nonprofit/Gov,notadmitted,notsponsored,0,0
3988,Male,True,3.37,STEM,NULL,710.0,6.0,"Investment Management",admitted,notsponsored,0,75000
3989,Female,True,3.32,STEM,NULL,660.0,3.0,Consulting,admitted,notsponsored,0,75000
